,order_number,product_name,quantity,price,payment_mode,store_name,city,country,year,order_date,month_name,day_name,revenue,unit_price
162,101233,Harley-Davidson Roadster,42,10000,Credit card,HARLEY-DAVIDSON TENERIFE,Marseille,France,2003,2003-05-08,May,Thursday,420000,238.0952380952381
163,101234,Harley-Davidson Roadster,42,10000,NetBanking,HARLEY-DAVIDSON ZARAGOZA,San Rafael,USA,2003,2003-07-02,July,Wednesday,420000,238.0952380952381
164,101235,Harley-Davidson Roadster,48,10000,Credit card,HARLEY-DAVIDSON SIEBLA-MALAGA,Brickhaven,USA,2003,2003-09-05,September,Friday,480000,208.33333333333334
165,101236,Harley-Davidson Roadster,41,10000,NetBanking,CHEYENNE RADIKAL BIKES,San Francisco,USA,2003,2003-10-10,October,Friday,410000,243.90243902439025
166,101237,Harley-Davidson Roadster,30,10000,Cash,HARLEY-DAVIDSON GIRONA,North Sydney,Australia,2003,2003-11-04,November,Tuesday,300000,333.3333333333333
167,101238,Harley-Davidson Roadster,27,10000,Credit card,HARLEY-HEAVEN WESTERN SYDNEY,Bergen,Norway,2003,2003-11-12,November,Wednesday,270000,370.3703703703704
168,101239,Harley-Davidson Roadster,21,10000,Cash,ROCKINGHAM HARLEY-DAVIDSON,Koln,Germany,2003,2003-11-20,November,Thursday,210000,476.1904761904762
169,101240,Harley-Davidson Roadster,20,10000,Credit card,FRASER MOTORCYCLES WOLLONGONG,Madrid,Spain,2003,2003-12-02,December,Tuesday,200000,500.0
170,101241,Harley-Davidson Roadster,41,10000,NetBanking,MORGAN & WACKER HARLEY-DAVIDSON,Paris,France,2004,2004-01-15,January,Thursday,410000,243.90243902439025
171,101242,Harley-Davidson Roadster,27,10000,Credit card,QUICK FIX HARLEY-DAVIDSON,Gensve,Switzerland,2004,2004-02-22,February,Sunday,270000,370.3703703703704
172,101243,Harley-Davidson Roadster,28,10000,Cash,HARLEY HEAVEN - RINGWOOD,Kobenhavn,Denmark,2004,2004-04-09,April,Friday,280000,357.14285714285717
173,101244,Harley-Davidson Roadster,24,10000,Credit card,RICHARDSON'S HARLEY-DAVIDSON,Liverpool,UK,2004,2004-06-01,June,Tuesday,240000,416.6666666666667
174,101245,Harley-Davidson Roadster,44,10000,NetBanking,MACKAY HARLEY-DAVIDSON,Reggio Emilia,Italy,2004,2004-07-06,July,Tuesday,440000,227.27272727272728
175,101246,Harley-Davidson Roadster,50,10000,NetBanking,TRARALGON HARLEY-DAVIDSON,Brickhaven,USA,2004,2004-08-02,August,Monday,500000,200.0
176,101247,Harley-Davidson Roadster,21,10000,Credit card,DARLING DOWNS HARLEY-DAVIDSON,Gensve,Switzerland,2004,2004-08-30,August,Monday,210000,476.1904761904762
177,101248,Harley-Davidson Roadster,33,10000,Credit card,HORSHAM HARLEY-DAVIDSON,Frankfurt,Germany,2003,2003-10-04,October,Saturday,330000,303.030303030303
178,101249,Harley-Davidson Roadster,33,10000,NetBanking,NORTHERN BEACHES HARLEY-DAVIDSON,Koln,Germany,2004,2004-10-16,October,Saturday,330000,303.030303030303
179,101250,Harley-Davidson Roadster,31,10000,NetBanking,HIGHWAY HARLEY-DAVIDSON,Lule,Sweden,2004,2004-11-03,November,Wednesday,310000,322.5806451612903
180,101251,Harley-Davidson Roadster,41,10000,Cash,NORTH COAST V-TWINS,NYC,USA,2004,2004-11-15,November,Monday,410000,243.90243902439025
181,101252,Harley-Davidson Roadster,45,10000,Cash,THOMAS LEE MOTORCYCLES,Salzburg,Austria,2004,2004-11-24,November,Wednesday,450000,222.22222222222223
182,101253,Harley-Davidson Roadster,33,10000,NetBanking,FRASER MOTORCYCLES SYDNEY,Espoo,Finland,2005,2005-01-06,January,Thursday,330000,303.030303030303
183,101254,Harley-Davidson Roadster,45,10000,NetBanking,PERTH HARLEY-DAVIDSON,Nantes,France,2005,2005-02-03,February,Thursday,450000,222.22222222222223
184,101255,Harley-Davidson Roadster,26,10000,Credit card,HARLEY HEAVEN - DANDENONG,Boras,Sweden,2005,2005-03-03,March,Thursday,260000,384.61538461538464
185,101256,Harley-Davidson Roadster,12,10000,NetBanking,SUNSHINE COAST HARLEY-DAVIDSON,Salzburg,Austria,2005,2005-05-17,May,Tuesday,120000,833.3333333333334
186,101257,Harley-Davidson Roadster,41,10000,NetBanking,GREAT SOUTHERN MOTORCYCLES,Kobenhavn,Denmark,2003,2003-02-11,February,Tuesday,410000,243.90243902439025
187,101258,Harley-Davidson Roadster,33,10000,Cash,HARLEY MAGIC,Singapore,Singapore,2003,2003-04-16,April,Wednesday,330000,303.030303030303
188,101259,Harley-Davidson Roadster,46,10000,NetBanking,BUNBURY HARLEY-DAVIDSON,NYC,USA,2003,2003-06-03,June,Tuesday,460000,217.3913043478261
189,101260,Harley-Davidson Roadster,33,10000,Credit card,WESTERN RANGES MOTORCYCLES ORANGE,San Rafael,USA,2003,2003-08-08,August,Friday,330000,303.030303030303
190,101261,Harley-Davidson Roadster,20,10000,Credit card,PORT CITY HARLEY-DAVIDSON,Madrid,Spain,2003,2003-09-28,September,Sunday,200000,500.0
191,101262,Harley-Davidson Roadster,44,10000,NetBanking,GASOLINE ALLEY HARLEY-DAVIDSON,Singapore,Singapore,2003,2003-10-22,October,Wednesday,440000,227.27272727272728
192,101263,Harley-Davidson Roadster,33,10000,Cash,SY'S HARLEY-DAVIDSON,Reggio Emilia,Italy,2003,2003-11-06,November,Thursday,330000,303.030303030303
193,101264,Harley-Davidson Roadster,21,10000,NetBanking,HARLEY-HEAVEN - MELBOURNE,New Bedford,USA,2003,2003-11-14,November,Friday,210000,476.1904761904762
194,101265,Harley-Davidson Roadster,47,10000,Credit card,GOLD COAST HARLEY-DAVIDSON,New Haven,USA,2003,2003-11-26,November,Wednesday,470000,212.7659574468085
195,101266,Harley-Davidson Roadster,46,10000,Cash,MORGAN & WACKER HARLEY-DAVIDSON,Lyon,France,2004,2004-01-02,January,Friday,460000,217.3913043478261
196,101267,Harley-Davidson Roadster,32,10000,Cash,GEELONG HARLEY-DAVIDSON,Dublin,Ireland,2004,2004-02-12,February,Thursday,320000,312.5
197,101268,Harley-Davidson Roadster,42,10000,NetBanking,WESTERN RANGES MOTORCYCLES ORANGE,Madrid,Spain,2004,2004-03-19,March,Friday,420000,238.0952380952381
198,101269,Harley-Davidson Roadster,44,10000,Credit card,BUNBURY HARLEY-DAVIDSON,Espoo,Finland,2004,2004-05-05,May,Wednesday,440000,227.27272727272728
199,101270,Harley-Davidson Roadster,35,10000,Credit card,PORT CITY HARLEY-DAVIDSON,Allentown,USA,2004,2004-07-20,July,Tuesday,350000,285.7142857142857
200,101271,Harley-Davidson Roadster,41,10000,Credit card,CANBERRA HARLEY-DAVIDSON,San Rafael,USA,2004,2004-08-20,August,Friday,410000,243.90243902439025
201,101272,Harley-Davidson Roadster,46,10000,Cash,BUNDABERG HARLEY-DAVIDSON,Torino,Italy,2004,2004-09-09,September,Thursday,460000,217.3913043478261
202,101273,Harley-Davidson Roadster,31,10000,Cash,HARLEY CENTRAL,Manchester,UK,2004,2004-10-14,October,Thursday,310000,322.5806451612903
203,101274,Harley-Davidson Roadster,38,10000,NetBanking,HIDDEN VALLEY HARLEY-DAVIDSON,Aaarhus,Denmark,2004,2004-10-22,October,Friday,380000,263.1578947368421
204,101275,Harley-Davidson Roadster,42,10000,Credit card,SUNCITY HARLEY-DAVIDSON,Stavern,Norway,2004,2004-11-05,November,Friday,420000,238.0952380952381
205,101276,Harley-Davidson Roadster,33,10000,NetBanking,ADELAIDE HARLEY-DAVIDSON BIKE WORKS,Paris,France,2004,2004-11-20,November,Saturday,330000,303.030303030303
206,101277,Harley-Davidson Roadster,48,10000,Credit card,WESTERN RANGES MOTORCYCLES,Madrid,Spain,2004,2004-11-01,November,Monday,480000,208.33333333333334
207,101278,Harley-Davidson Roadster,42,10000,NetBanking,GOLDFIELDS BIKEWORKS,Reims,France,2004,2004-12-15,December,Wednesday,420000,238.0952380952381
208,101279,Harley-Davidson Roadster,32,10000,NetBanking,CITY BIKEWORX,San Rafael,USA,2005,2005-01-23,January,Sunday,320000,312.5
209,101280,Harley-Davidson Roadster,34,10000,Credit card,HARLEY HEAVEN - ADELAIDE,San Rafael,USA,2005,2005-02-17,February,Thursday,340000,294.11764705882354
210,101281,Harley-Davidson Roadster,33,10000,NetBanking,ROCKY HARLEY-DAVIDSON,Paris,France,2005,2005-03-17,March,Thursday,330000,303.030303030303
211,101282,Harley-Davidson Roadster,36,10000,Cash,HARBOUR CITY HARLEY-DAVIDSON,Bridgewater,USA,2005,2005-05-05,May,Thursday,360000,277.77777777777777
212,101283,Harley-Davidson Iron 883,27,13000,NetBanking,GEELONG HARLEY-DAVIDSON,Stavern,Norway,2003,2003-01-29,January,Wednesday,351000,481.48148148148147
213,101284,Harley-Davidson Iron 883,21,13000,Credit card,RIDGES HARLEY-DAVIDSON,San Rafael,USA,2003,2003-03-26,March,Wednesday,273000,619.047619047619
214,101285,Harley-Davidson Iron 883,21,13000,Cash,SEVEN ISLANDS HARLEY-DAVIDSON,Madrid,Spain,2003,2003-05-28,May,Wednesday,273000,619.047619047619
215,101286,Harley-Davidson Iron 883,38,13000,Credit card,BANJARA HARLEY-DAVIDSON,Burlingame,USA,2003,2003-07-24,July,Thursday,494000,342.10526315789474
216,101287,Harley-Davidson Iron 883,30,13000,Cash,TUSKER HARLEY-DAVIDSON LAVELLE ROAD,Singapore,Singapore,2003,2003-09-19,September,Friday,390000,433.3333333333333
217,101288,Harley-Davidson Iron 883,49,13000,Cash,CAPITAL HARLEY-DAVIDSON,Graz,Austria,2003,2003-10-21,October,Tuesday,637000,265.3061224489796
218,101289,Harley-Davidson Iron 883,43,13000,NetBanking,GRAND TRUNK HARLEY-DAVIDSON,South Brisbane,Australia,2003,2003-11-06,November,Thursday,559000,302.3255813953488
219,101290,Harley-Davidson Iron 883,41,13000,Credit card,BISON HARLEY-DAVIDSON KORAMANGLA,Philadelphia,USA,2003,2003-11-13,November,Thursday,533000,317.0731707317073
220,101291,Harley-Davidson Iron 883,38,13000,NetBanking,MACH-1 HARLEY-DAVIDSON,Lyon,France,2003,2003-11-25,November,Tuesday,494000,342.10526315789474
221,101292,Harley-Davidson Iron 883,28,13000,NetBanking,SPICE COAST HARLEY-DAVIDSON,Vancouver,Canada,2003,2003-12-05,December,Friday,364000,464.2857142857143
222,101293,Harley-Davidson Iron 883,43,13000,Cash,KONARK HARLEY-DAVIDSON,Versailles,France,2004,2004-02-02,February,Monday,559000,302.3255813953488
223,101294,Harley-Davidson Iron 883,25,13000,Cash,SUNRISE HARLEY-DAVIDSON,San Rafael,USA,2004,2004-03-11,March,Thursday,325000,520.0
224,101295,Harley-Davidson Iron 883,38,13000,Cash,RED FORT HARLEY-DAVIDSON,New Haven,USA,2004,2004-05-04,May,Tuesday,494000,342.10526315789474
225,101296,Harley-Davidson Iron 883,41,13000,Credit card,BRAHMAPUTRA HARLEY-DAVIDSON,Minato-ku,Japan,2004,2004-06-15,June,Tuesday,533000,317.0731707317073
226,101297,Harley-Davidson Iron 883,28,13000,NetBanking,GOA HARLEY-DAVIDSON,Chatswood,Australia,2004,2004-07-19,July,Monday,364000,464.2857142857143
227,101298,Harley-Davidson Iron 883,25,13000,NetBanking,DUNES HARLEY-DAVIDSON,Allentown,USA,2004,2004-08-19,August,Thursday,325000,520.0
228,101299,Harley-Davidson Iron 883,41,13000,Cash,TWO RIVERS HARLEY-DAVIDSON,Boras,Sweden,2004,2004-09-08,September,Wednesday,533000,317.0731707317073
229,101300,Harley-Davidson Iron 883,39,13000,NetBanking,TIGER HARLEY-DAVIDSON,Versailles,France,2004,2004-10-11,October,Monday,507000,333.3333333333333
230,101301,Harley-Davidson Iron 883,21,13000,Cash,FOOTHILLS HARLEY-DAVIDSON,Vancouver,Canada,2004,2004-10-22,October,Friday,273000,619.047619047619
231,101302,Harley-Davidson Iron 883,27,13000,Credit card,CAPITAL HARLEY-DAVIDSON,Nashua,USA,2004,2004-11-04,November,Thursday,351000,481.48148148148147
232,101303,Harley-Davidson Iron 883,33,13000,Cash,MALABAR HARLEY-DAVIDSON,San Francisco,USA,2004,2004-11-18,November,Thursday,429000,393.93939393939394
233,101304,Harley-Davidson Iron 883,29,13000,Cash,THE WESTERN GHATS HARLEY-DAVIDSON,Melbourne,Australia,2004,2004-11-29,November,Monday,377000,448.2758620689655
234,101305,Harley-Davidson Iron 883,49,13000,NetBanking,EPICENTER HARLEY-DAVIDSON,San Rafael,USA,2004,2004-12-10,December,Friday,637000,265.3061224489796
235,101306,Harley-Davidson Iron 883,49,13000,NetBanking,DIAMOND CITY HARLEY-DAVIDSON,North Sydney,Australia,2005,2005-01-20,January,Thursday,637000,265.3061224489796
236,101307,Harley-Davidson Iron 883,20,13000,Credit card,TUSKER HARLEY-DAVIDSON INDIRA NAGAR,San Francisco,USA,2005,2005-02-17,February,Thursday,260000,650.0
237,101308,Harley-Davidson Iron 883,39,13000,Credit card,UNITED HARLEY-DAVIDSON,North Sydney,Australia,2005,2005-03-09,March,Wednesday,507000,333.3333333333333
238,101309,Harley-Davidson Iron 883,40,13000,Cash,WINECITY HARLEY-DAVIDSON,Montreal,Canada,2005,2005-05-01,May,Sunday,520000,325.0
239,101310,Harley-Davidson Iron 883,49,13000,NetBanking,WILD CATS HARLEY-DAVIDSON,Madrid,Spain,2005,2005-05-31,May,Tuesday,637000,265.3061224489796
240,101311,Harley-Davidson Iron 883,21,13000,Credit card,HIMALAYAN HARLEY-DAVIDSON,NYC,USA,2003,2003-02-24,February,Monday,273000,619.047619047619
241,101312,Harley-Davidson Iron 883,50,13000,Credit card,BENGAL HARLEY-DAVIDSON,Reims,France,2003,2003-05-07,May,Wednesday,650000,260.0
242,101313,Harley-Davidson Iron 883,20,13000,Credit card,NINE BRIDGES HARLEY-DAVIDSON,Paris,France,2003,2003-07-01,July,Tuesday,260000,650.0
243,101314,Harley-Davidson Iron 883,49,13000,Cash,WARRIOR HARLEY-DAVIDSON,Pasadena,USA,2003,2003-08-25,August,Monday,637000,265.3061224489796
244,101315,Harley-Davidson Iron 883,38,13000,Credit card,T TOWN HARLEY-DAVIDSON,San Francisco,USA,2003,2003-10-10,October,Friday,494000,342.10526315789474
245,101316,Harley-Davidson Iron 883,35,13000,Cash,WARHAWK HARLEY-DAVIDSON,North Sydney,Australia,2003,2003-11-04,November,Tuesday,455000,371.42857142857144
246,101317,Harley-Davidson Iron 883,40,13000,Cash,OAKLAND HARLEY-DAVIDSON,Lille,France,2003,2003-11-11,November,Tuesday,520000,325.0
247,101318,Harley-Davidson Iron 883,28,13000,NetBanking,EAGLE ROCK HARLEY-DAVIDSON,Pasadena,USA,2003,2003-11-18,November,Tuesday,364000,464.2857142857143
248,101319,Harley-Davidson Iron 883,25,13000,Credit card,CYCLE CENTER HARLEY-DAVIDSON,San Francisco,USA,2003,2003-12-01,December,Monday,325000,520.0
249,101320,Harley-Davidson Iron 883,36,13000,Credit card,SCHAEFFER'S HARLEY-DAVIDSON,Paris,France,2004,2004-01-15,January,Thursday,468000,361.1111111111111
250,101321,Harley-Davidson Iron 883,43,13000,NetBanking,COPPER CANYON HARLEY-DAVIDSON,Lille,France,2004,2004-02-21,February,Saturday,559000,302.3255813953488
251,101322,Harley-Davidson Iron 883,32,13000,Credit card,IRON STEED HARLEY-DAVIDSON,NYC,USA,2004,2004-04-05,April,Monday,416000,406.25
252,101323,Harley-Davidson Iron 883,46,13000,Credit card,ADAMEC HARLEY-DAVIDSON SHOP AT REGENCY,Newark,USA,2004,2004-05-18,May,Tuesday,598000,282.60869565217394
253,101324,Harley-Davidson Iron 883,48,13000,Cash,MOUNTAIN CREEK HARLEY-DAVIDSON,Bridgewater,USA,2004,2004-06-28,June,Monday,624000,270.8333333333333
254,101325,Harley-Davidson Iron 883,43,13000,Cash,SAN FRANCISCO HARLEY-DAVIDSON,Brickhaven,USA,2004,2004-08-02,August,Monday,559000,302.3255813953488
255,101326,Harley-Davidson Iron 883,49,13000,Cash,TILLEY HARLEY-DAVIDSON,Cambridge,USA,2004,2004-08-27,August,Friday,637000,265.3061224489796
256,101327,Harley-Davidson Iron 883,24,13000,Credit card,SMOKY MOUNTAIN HARLEY-DAVIDSON,Helsinki,Finland,2004,2004-09-30,September,Thursday,312000,541.6666666666666
257,101328,Harley-Davidson Iron 883,26,13000,NetBanking,GRAND TETON HARLEY-DAVIDSON,Stavern,Norway,2004,2004-10-15,October,Friday,338000,500.0
258,101329,Harley-Davidson Iron 883,30,13000,NetBanking,MILE HIGH HARLEY-DAVIDSON OF PARKER,NYC,USA,2004,2004-11-03,November,Wednesday,390000,433.3333333333333
259,101330,Harley-Davidson Iron 883,24,13000,Credit card,JACKSON HOLE HARLEY-DAVIDSON,NYC,USA,2004,2004-11-15,November,Monday,312000,541.6666666666666
260,101331,Harley-Davidson Iron 883,55,13000,NetBanking,JAVELINA HARLEY-DAVIDSON,Salzburg,Austria,2004,2004-11-24,November,Wednesday,715000,236.36363636363637
261,101332,Harley-Davidson Iron 883,22,13000,NetBanking,BARTELS HARLEY-DAVIDSON,Burlingame,USA,2005,2005-01-05,January,Wednesday,286000,590.9090909090909
262,101333,Harley-Davidson Iron 883,49,13000,Cash,STAMPEDE HARLEY-DAVIDSON,Nantes,France,2005,2005-02-03,February,Thursday,637000,265.3061224489796
263,101334,Harley-Davidson Iron 883,44,13000,Cash,ROCKY TOP HARLEY-DAVIDSON,New Bedford,USA,2005,2005-03-03,March,Thursday,572000,295.45454545454544
264,101335,Harley-Davidson Iron 883,66,13000,NetBanking,MILE HIGH HARLEY-DAVIDSON,Liverpool,UK,2005,2005-04-08,April,Friday,858000,196.96969696969697
265,101336,Harley-Davidson Iron 883,21,13000,Credit card,FINGER LAKES HARLEY-DAVIDSON,Madrid,Spain,2005,2005-05-13,May,Friday,273000,619.047619047619
266,101337,Harley-Davidson Iron 883,34,13000,Credit card,STINGER HARLEY-DAVIDSON,Madrid,Spain,2003,2003-01-31,January,Friday,442000,382.3529411764706
267,101338,Harley-Davidson Iron 883,43,13000,Cash,ADAMEC HARLEY-DAVIDSON OF ST. AUGUSTINE,Singapore,Singapore,2003,2003-04-16,April,Wednesday,559000,302.3255813953488
268,101339,Harley-Davidson Iron 883,46,13000,Credit card,CLASSIC HARLEY-DAVIDSON,NYC,USA,2003,2003-06-03,June,Tuesday,598000,282.60869565217394
269,101340,Harley-Davidson Iron 883,33,13000,NetBanking,CAROLINA COAST HARLEY-DAVIDSON,San Rafael,USA,2003,2003-08-08,August,Friday,429000,393.93939393939394
270,101341,Harley-Davidson Iron 883,42,13000,NetBanking,MONTY'S HARLEY-DAVIDSON,Madrid,Spain,2003,2003-09-28,September,Sunday,546000,309.5238095238095
271,101342,Harley-Davidson Iron 883,34,13000,Cash,WINDY CITY HARLEY-DAVIDSON,Singapore,Singapore,2003,2003-10-22,October,Wednesday,442000,382.3529411764706
272,101343,Harley-Davidson Iron 883,47,13000,Credit card,EMERALD COAST HARLEY-DAVIDSON,Reggio Emilia,Italy,2003,2003-11-06,November,Thursday,611000,276.59574468085106
273,101344,Harley-Davidson Iron 883,33,13000,Cash,HONOLULU HARLEY-DAVIDSON,New Bedford,USA,2003,2003-11-14,November,Friday,429000,393.93939393939394
274,101345,Harley-Davidson Iron 883,24,13000,NetBanking,WAIKIKI HARLEY-DAVIDSON,New Haven,USA,2003,2003-11-26,November,Wednesday,312000,541.6666666666666
275,101346,Harley-Davidson Iron 883,26,13000,Cash,HUB CITY HARLEY-DAVIDSON,Lyon,France,2004,2004-01-02,January,Friday,338000,500.0
276,101347,Harley-Davidson Iron 883,30,13000,Cash,OPEN ROAD HARLEY-DAVIDSON,Dublin,Ireland,2004,2004-02-12,February,Thursday,390000,433.3333333333333
277,101348,Harley-Davidson Iron 883,43,13000,NetBanking,HARLEY-DAVIDSON SHOP OF ROCHESTER,Frankfurt,Germany,2004,2004-03-15,March,Monday,559000,302.3255813953488
278,101349,Harley-Davidson Iron 883,25,13000,Cash,MIKE BRUNO'S NORTHSHORE HARLEY-DAVIDSON,Espoo,Finland,2004,2004-05-05,May,Wednesday,325000,520.0
279,101350,Harley-Davidson Iron 883,27,13000,Credit card,HARLEY-DAVIDSON OF SOUTHAMPTON,Allentown,USA,2004,2004-07-20,July,Tuesday,351000,481.48148148148147
280,101351,Harley-Davidson Iron 883,27,13000,Credit card,S & P HARLEY-DAVIDSON,San Rafael,USA,2004,2004-08-20,August,Friday,351000,481.48148148148147
281,101352,Harley-Davidson Iron 883,24,13000,Credit card,BONEYARD HARLEY-DAVIDSON,Torino,Italy,2004,2004-09-09,September,Thursday,312000,541.6666666666666
282,101353,Harley-Davidson Iron 883,34,13000,Cash,CALIFORNIA HARLEY-DAVIDSON,Manchester,UK,2004,2004-10-14,October,Thursday,442000,382.3529411764706
283,101354,Harley-Davidson Iron 883,46,13000,NetBanking,HERITAGE HARLEY-DAVIDSON,Aaarhus,Denmark,2004,2004-10-22,October,Friday,598000,282.60869565217394
284,101355,Harley-Davidson Iron 883,27,13000,Cash,ANDY'S HARLEY-DAVIDSON,NYC,USA,2004,2004-11-05,November,Friday,351000,481.48148148148147
285,101356,Harley-Davidson Iron 883,33,13000,Cash,CHICAGO HARLEY-DAVIDSON OF WRIGLEYVILLE,Paris,France,2004,2004-11-20,November,Saturday,429000,393.93939393939394
286,101357,Harley-Davidson Iron 883,47,13000,Cash,CITY LIMITS HARLEY-DAVIDSON,Madrid,Spain,2004,2004-11-01,November,Monday,611000,276.59574468085106
287,101358,Harley-Davidson Iron 883,49,13000,Cash,FALCONS FURY HARLEY-DAVIDSON,Madrid,Spain,2004,2004-12-10,December,Friday,637000,265.3061224489796
288,101359,Harley-Davidson Iron 883,40,13000,Credit card,NORTH CASCADES HARLEY-DAVIDSON,Minato-ku,Japan,2005,2005-01-26,January,Wednesday,520000,325.0
289,101360,Harley-Davidson Iron 883,37,13000,Cash,WILLAMETTE VALLEY HARLEY-DAVIDSON,San Rafael,USA,2005,2005-02-17,February,Thursday,481000,351.35135135135135
290,101361,Harley-Davidson Iron 883,47,13000,Credit card,MATHEWS HARLEY-DAVIDSON,Bridgewater,USA,2005,2005-05-05,May,Thursday,611000,276.59574468085106
291,101362,Harley-Davidson Iron 883,45,13000,NetBanking,"ROCHESTER HARLEY-DAVIDSON, INC.",Makati City,Philippines,2003,2003-03-03,March,Monday,585000,288.8888888888889
292,101363,Harley-Davidson Iron 883,37,13000,Cash,CYCLE CITY HARLEY-DAVIDSON,Marseille,France,2003,2003-05-08,May,Thursday,481000,351.35135135135135
293,101364,Harley-Davidson Iron 883,48,13000,Cash,APOL'S HARLEY-DAVIDSON,San Rafael,USA,2003,2003-07-02,July,Wednesday,624000,270.8333333333333
294,101365,Harley-Davidson Iron 883,31,13000,NetBanking,SPITZIE'S HARLEY-DAVIDSON OF ALBANY,Brickhaven,USA,2003,2003-09-05,September,Friday,403000,419.35483870967744
